Operation number,Output Description,Georeference,Country Name,Administrative code level 1,Administrative name level 1,Administrative code level 2,Administrative name level 2,Administrative code level 3,Administrative name level 3,Geoname ID,GeoNames Feature Code,Location Type
BH-L1003,The Laboratory Preschool resource centre is furnished with advanced technology that would prepare the students for the future.,"25.038,-77.3019",Bahamas,23,New Providence,,,,,3572779,PPLX,Exact Location
BH-L1003,"The Magnet Program afforded 10 students the opportunity to attend The College of The Bahamas' Jumpstart Program, gaining tertiary level credits for any international university while in high school. These students also had opportunities to complete internships at local private organizations. 450 teachers of magnet programs were trained in technology and vocational professional development courses in 2012.","26.5126,-78.6837",Bahamas,54,West Grand Bahama,,,,,3739568,PPL,Exact Location
BH-L1003,"This accelerated program exposes students to careers in the following fields: pre-engineering, business studies, and hospitality. Initiated in 2009, Anatole Rodgers is among other high schools that have been successful implementing the Magnet Program. Approximately 75 students were trained in technology skills and introduced to new IT equipment. They also participated in the Dual Credit Program at The College of The Bahamas (COB) or The Bahamas Technical and Vocational Institute (BTVI)","25.0042,-77.3661",Bahamas,23,New Providence,,,,,3572850,PPLL,Exact Location
BH-L1003,"Screening of 4 year olds initiated and ongoing; 725 children screened in 2011 on Andros, Long Island, Eleuthra and New Providence. Over 600 children screened in 2013.","24.0057,-77.5307",Bahamas,51,South Andros,,,,,3572792,HLL,Exact Location
BH-L1003,"17 teachers and aides trained in New Providence. Training certificates were presented to the teachers. An additional 22 teachers/aides received the training on Long Island, Eleuthra and North Andros","25.0447,-77.3274",Bahamas,23,New Providence,,,,,3572432,PPLX,Exact Location
BH-L1003,"Over 200 teachers awarded $2,000.00 scholarships from GAP for certification at College of The Bahamas, Bahamas Baptist College, Sojourner Douglas College, Success Training College and Omega College","25.062,-77.3532",Bahamas,,,,,,,7290277,SCHC,Exact Location
BH-L1003,"The approved baseline study confirms, over 1,000 administrators, teachers and parents trained in inclusive education strategies.","25.0557,-77.3654",Bahamas,23,New Providence,,,,,3571361,PPLL,Exact Location
BH-L1003,"This curriculum was developed and approved - Professional Development Sessions for Secondary TVET in New Providence, Grand Bahama and Eleuthera with combined total of 600 TVET teachers participating up to December 2011.Additionally, over 150 teachers trained in 2012 and over 200 for year 2013-2014","25.0559,-77.3652",Bahamas,23,New Providence,,,,,3571361,PPLL,Exact Location
BH-L1003,TVET school transformed to a career academy through refurbishing existing facilities completed Model for Career Academy approved by Director and Minister of EducationCareer Academy establishedCC Sweeting School Leadership Team identified,"25.0559,-77.3652",Bahamas,23,New Providence,,,,,3571361,PPLL,Exact Location
BH-L1003,"The subject labs in 27 schools were upgraded. They were also purchased and installed in the 6 magnet program schools. These labs empasize the implemetation and use of tehcnology within the classrooms where the following subjects are taught: Mathematics, Science, Language Arts, and Technical & Vocational Studies. There was also an upgrade of hardware and software equipment including projectors, and laptops provided for students and teachers in these subject labs.","25.0172,-77.3421",Bahamas,23,New Providence,,,,,3571952,INLT,Exact Location
BH-L1003,"Commonwealth of Learning (COL) facilitating online training for teachers, administrators and trainers with 330 participants including Online Tutors workshop with 25 participants. Workshop/seminar in project management (60 participants), Approximately 1,000 persons trained on ICT aspects","25.0557,-77.3654",Bahamas,23,New Providence,,,,,3571361,PPLL,Exact Location
BH-L1003,78 Public schools in the Bahamas equiped with computer labs and promethean boards. Teachers and parents trained in inclusive education.,"25.0557,-77.3654",Bahamas,23,New Providence,,,,,3571361,PPLL,Exact Location
BH-L1024,"The Big Pond Park Project was developed as an environmental mitigation feature under the New Providence Road Improvement Project (NPRIP) The primary goal is to get the local neighborhood and New Providence residents to visit the park. Children are provided with a play area, group picnic/family areas have been created. Multi trails, basketball courts, boardwalk, limestone walls, playground, picnic, fencing, landscaping, irrigation, and signage have been installed. 80% of all proposed work has been completed.","25.056,-77.3531",Bahamas,23,New Providence,,,,,3572816,PND,Approximate Location
BH-L1028,"As a part of the leak detection program, 123 leaks have been detected and repaired.  The program has been implemented in areas such as: Elizabeth Estates, Imperial Park, Palmdale, Wulff Road, Old Fort, Bain Town, Fort Fincastle, Bay Street, Prince Charles, Garden Hills, South Beach and Carmichael Road.  These repairs will reduce the non-revenue water in New Providence island.","25.0291,-77.3327",Bahamas,23,New Providence,,,,,3572003,PT,Exact Location
BH-L1028,"The MIS developed for this project is based on a combination of a SCADA system expansion implemented at each of WSC’s plants together with the Netbase advanced network management system, which is integrated into all of WSC’s key corporate systems including the GIS, billing, work management, customer service, SCADA and telemetry logger systems. Netbase is available to both Miya project staff and WSC staff and provides a comprehensive suite of applications for effectively managing the distribution system.","25.058,-77.3599",Bahamas,,,,,,,7290277,SCHC,Approximate Location
BH-L1028,"The Baseline Survey determined that NRW in 2012 was 6.87 MIGD and the average pressure was 25.1psi and real losses accounted for 92.6% of the NRW volume, with the apparent/commercial loss volume mainly due to poor performing large customer meters. The baseline Survey also found that break rates were very high, particularly on service lines, which accounted for some 89% of the real loss volume. The NRW reduction strategy therefore includes advanced pressure management, district metering, control of boundary valves, selective replacement of poor performing service lines with greatly improved materials, leak detection and repair, replacement of poor performing large customer meters and a small amount of replacement of poor performing mains. Service line breaks are not repaired - new service lines are installed every time.","25.058,-77.3599",Bahamas,,,,,,,7290277,SCHC,Approximate Location
BH-L1028,"130 service connections were replaced or maintained. More households in eastern New Providence now benefit from improved access to quality water, better pressure and volume. Active water or sewerage customers increased by 1,273. Also, WSC contractor, MIYA/Veritec engaged PR activities for a conservation campaign within schools was launched in conjuction with The Ministry of Education.","25.0598,-77.3564",Bahamas,,,,,,,7290277,SCHC,Exact Location
BH-L1028,"Service Connections in New Providence that have historically presented with leaks.  As a result of the project,  1,331 have been replaced, maintained or disconnected in several areas, Elizabeth Estates, Imperial Park, Palmdale, Wulff Road, Old Fort, Bain Town , Fort Fincastle, Prince Charles, Garden Hills, South Beach, Carmichael Road and others. The impact is the reduction of non-revenue water, thereby increasing the supply to residents in island of New Providence.","25.0282,-77.3302",Bahamas,23,New Providence,,,,,3572003,PT,Exact Location
BH-L1028,"The Miya project team conducted training workshops for both Miya and WSC Staff.  Training covered leak detection techniques, SCADA and telemetry logger systems. Netbase is available to both Miya project staff and WSC staff and provides a comprehensive suite of applications for effectively managing the distribution system","25.0578,-77.3608",Bahamas,,,,,,,7290277,SCHC,Approximate Location
BH-L1030,"The household expenditures survey (HES) included over 2,000 homes in New Providence. The survey measured the consumption expenditure patterns of households to determine the poverty levels. The findings and analysis of this study will influence the design of the Conditional Cash Transfer Program/Social Safety Net Program of The Bahamas. (food, housing expenditure assistance etc.)","25.0578,-77.3766",Bahamas,23,New Providence,,,,,3572775,HLLS,Exact Location
BH-L1040,"The Ministry of Tourism and Aviation approved bidding documents for the procurement of the new radar equipment for the Lynden Pindling International Airport according to international (ICAO) standards. The objective is a comprehensive reform of the existing institutional and regulatory structure of air transport so that the air transportation sector remains safe, secure and efficient, thus keeping The Bahamas on par with current international aviation standards.","25.0432,-77.459",Bahamas,23,New Providence,,,,,3571821,AIRP,Exact Location
BH-L1040,"Stantec Consultants submitted its Final Report, to the Government of the Bahamas which is currently under review and an action plan for implementation is to be developed for Airports in the Bahamas.  The areas are: Comprehensive Strategy for Family Island Airports Optimization;  Environment, Health and Safety and Emergency Preparedness Guidelines  for Airports; Hazardous Cargo Management procedures; Energy and Water Use and Conservations Standards. The technical analysis comprised an assessment of the airside and landside, to identify compliance gaps, the economic analysis considered the investment ranking, priorities for capital spending and programming to optimize the government's investment as well as the potential of each airport to be self-sustaining. Recommendations were submitted.","25.0447,-77.4656",Bahamas,23,New Providence,,,,,3571821,AIRP,Exact Location
BH-L1040,"The Ministry of Transport and Aviation contracted IATA in January 2014 to review the current organizational structure and requirements for the BCAA, develop the structure for the separation of the Aircraft Accident Investigations Unit, Air Navigation Services, Airport operation, maintenance and development, Fire and security services. Various options for the allocation of civil aviation policy, oversight and investigation were identified and recommendations made.","25.0462,-77.3422",Bahamas,23,New Providence,,,,,3572816,PND,Approximate Location
BH-L1040,"The standards implemented in an effort to improve the environmental, health, safety and emergency preparedness procedures for airports within The Bahamas.  The objective will ensure that the policies implemented aid in the overall reform of the existing institutional structures presently in place. The impact would directly provide an increased level of safety, security and efficiency within the air transportation sector.","25.0541,-77.4657",Bahamas,23,New Providence,,,,,3571993,BCH,Exact Location
BH-L1040,"The strategy will satisfy the new aviation sector policy and obligations of the Airport Authority. Guidelines will be implemented for Family Island airport optimization strategies.  A comprehensive reform of the existing policies will ensure that the new aviation sector obligations are fulfilled. The impact will ensure that air transport to the Family Islands is safe, secure and efficient.","25.0475,-77.465",Bahamas,23,New Providence,,,,,3571821,AIRP,Exact Location
BH-L1040,"Seven (7) airports (Nassau, Freeport, Marsh Harbour Abaco, North Eleuthera, San Salvador, Governor's Harbour and Moss Town, Exuma) will benefit from the Hazardous Cargo Management Procedures.","25.0494,-77.4672",Bahamas,23,New Providence,,,,,3571993,BCH,Exact Location
BH-L1040,"The work being completed on the alignment of the macroeconomic framework and programs will lead to the implementation of a comprehensive reform of the existing institutional and regulatory structure of air transport in The Bahamas. The impact would ensure that the air transportation sector remains safe, secure and efficient.","25.0778,-77.3525",Bahamas,,,,,,,6467667,HTL,Exact Location
BH-L1040,"The White Paper has been completed and approved by government and includes the creation of a Bahamas Civil Aviation Authority (BCAA), responsible for: technical regulation of the aviation sector; establishing an Air Navigation Services Provider; transferring all responsibilities for airport operation to the Airport Authority and creating the Family Island Airport Operating Agency to operate as a subsidiary; and building an independent aviation accident and incident investigation unit.","25.0462,-77.3422",Bahamas,23,New Providence,,,,,3572816,PND,Approximate Location
BH-L1040,"Increased levels of conservation and efficiency will commence through plans and procedures to be implemented to improve the usage of water and energy.  The objective is to support the implementation of a comprehensive reform of the existing institutional and regulatory structure of air transport in The Bahamas. The resulting impact is that the air transportation sector remains safe, secure and efficient, while conserving natural resources within the country.","25.0426,-77.4631",Bahamas,23,New Providence,,,,,3571821,AIRP,Exact Location
BH-L1040,"The White paper will support reforming the existing institutional and regulatory structure of air transport in The Bahamas. As a result, a Civil Aviation Authority will be established with primary responsibility for the technical regulation of the industry, ensuring its safety, security and efficiency.","25.0779,-77.3524",Bahamas,,,,,,,6467667,HTL,Exact Location
BH-L1040,"Responsibility for accident and incident investigation is to be assigned to an autonomous body independent from operators and regulators within the aviation industry. The white paper provides for a system of accountability in the event of accident or investigation, ensuring equitable process for all parties involved.","25.0462,-77.3424",Bahamas,23,New Providence,,,,,3572816,PND,Exact Location
BH-L1040,The white paper provides for the transfer of responsibilities for the operation of the Family island airports and the air traffic control (ATC) operations in The Bahams control airspace to the Airport Authority.,"25.0428,-77.4646",Bahamas,23,New Providence,,,,,3571821,AIRP,Exact Location
BL-L1006,"Belize is currently implementing a major project designed to improve solid waste management practices, reduce environmental pollution and enhance the country’s image as a tourism destination. Transfer facilities will replace open dump sites in San Pedro, Caye Caulker, San Ignacio and Belize City and what is ultimately deemed waste will be disposed at a new regional sanitary landfill situated at Mile 24 on the George Price Highway. A two mile paved access road leads the new regional landfill.","17.4069,-88.4972",Belize,1,Belize,,,,,3581330,LCTY,Exact Location
BL-L1006,,"0,0",,,,,,,,6295630,AREA,Exact Location
BL-L1006,"A social communications strategy was designed. This has allowed the Belize Solid Waste Management Authority (BSWaMA) to inform about the work and plans for solid waste management in the country. In the design of the strategy various stakeholders from across the Western Corridor were consulted. It is expected that by communicating with stakeholders, there will be greater involvement on their part in the management of the country’s solid waste. As part of the social communication strategy a media launch was conducted to involve the media in the information dissemination process.","17.5043,-88.1879",Belize,1,Belize,,,,,3582679,BDG,Exact Location
BL-L1006,,"0,0",,,,,,,,6295630,AREA,Exact Location
BL-L1006,"With the goal of reducing environmental pollution, protecting health, and improving the image of San Ignacio and Santa Elena, the dumpsite at Mile 70 on the George Price Highway was closed. The closure involved leveling of the terrain, waste compacting, installation of gas vents, and provision of adequate cover. With the closure of the dumpsite, there have been no incidences of fires, and the overall landscape of the terrain has been more beneficial for the surrounding households, tourist establishments and attractions. This is the first of three sites, besides Belize City, that will eventually be closed. The other two are San Pedro and Caye Caulker, to be closed in 2015.","17.1156,-89.1059",Belize,2,Cayo,,,,,3582536,PPL,Exact Location
BL-L1006,"Governments are continually challenged by solid waste management issues owing to population growth and development. In 2000, Belize established the Solid Waste Management Authority and adopted a national solid waste management plan in 2004. The Solid Waste Management project will create a cleaner, healthier environment and significantly reduce negative impacts on ecosystems. The Solid Waste Management project created new guidelines for tariff calculations for financial sustainability.","17.2499,-88.7736",Belize,2,Cayo,,,,,3582672,PPLC,Exact Location
BL-L1006,"A social communications strategy was designed and is currently being implemented with the purpose of educating the public about correct waste management practices and involving communities in planning and decision-making processes. During the design of the strategy various stakeholders from across Belize were consulted. The consultation process has allowed the Government of Belize to inform about the work and plans for solid waste management in the country. As part of the strategy, a media launch was done to promote greater involvement and improvement in the management of the country’s solid waste and served as a major instrument for the information dissemination process.","17.2498,-88.7733",Belize,2,Cayo,,,,,3582672,PPLC,Exact Location
BL-L1006,,"0,0",,,,,,,,6295630,AREA,Exact Location
BL-L1006,"The 200,000 tons of household and commercial solid waste annually generated in Belize is too much for local landfills. Periodic burnings pose environmental and health hazards. In 2011, tender documents for the design, build and operate contract for the new regional sanitary landfill were completed. An award was made in 2011 and construction of the new sanitary landfill started in 2012. The landfill will receive waste from Belize City as well as five other towns and will have a 20-year lifespan.","17.4405,-88.494",Belize,1,Belize,,,,,3581330,LCTY,Exact Location
BL-L1006,"With the goal of reducing environmental pollution, protecting health, and improving the image of Belize City, the dumpsite at Mile 3 on the George Price Highway was closed. The closure involved leveling of the terrain, waste compacting, installation of gas vents, and provision of adequate cover. With the closure of the dumpsite, there have been no incidences of fires and the neighboring residences have directly benefitted from a reduction in the risks of health hazards.","17.4958,-88.2255",Belize,1,Belize,,,,,3582521,CNL,Exact Location
BL-L1006,,"0,0",,,,,,,,6295630,AREA,Exact Location
BL-L1006,"A transfer station was built to handle the waste from San Ignacio, Santa Elena, and Benque Viejo and to facilitate separation of recyclables from household and commercial waste where the San Ignacio and Santa Elena dumpsite once was located. Solid waste from this transfer station is transported to the Mile 24 Regional Sanitary Landfill for safe and final disposal. Recyclable materials are separated in this transfer station and sold by recyclers to recycling businesses. The facility provides a more organized environment for the sorting and separation of waste and is equipped with an administrative office that caters for the needs of the recyclers and clients whom the facility serves. This is the first of three sites, besides Belize City, that will eventually be closed. The other two are San Pedro and Caye Caulker, to be closed in 2015.","17.1156,-89.1059",Belize,2,Cayo,,,,,3582536,PPL,Exact Location
BL-L1006,"A transfer station was built in Belize City where the dumpsite once was located. The facility receives domestic, commercial and institutional solid wastes from Belize City. From this transfer station, solid waste is transported to the Mile 24 Regional Sanitary Landfill for safe disposal. The transfer station also facilitates the separation of recyclables from household and commercial waste. Recyclable materials are separated by recyclers then sold to recycling businesses.","17.4958,-88.2255",Belize,1,Belize,,,,,3582521,CNL,Exact Location
BL-L1009,,"0,0",,,,,,,,6295630,AREA,Exact Location
BL-L1009,"BAHA’s Officers from the different Departments have attended various workshops both in Belize and internationally, as well as conducted visits with regional bodies responsible for plant and animal health, and food safety. These included visits to Honduras and Panama, workshops in Belize that covered treatment of imported commodities and the collection and identification of insect pests, international symposium on fruit flies of economic importance, an avian influenza workshop in Punta Gorda / Belize, forum in Belmopan / Belize on animal health surveillance, training on the management of food borne disease, attendance at expo in Atlanta, Georgia on the production and processing of poultry. The photo shows participants at the training on collection and identification of insect pests.","17.2516,-88.7839",Belize,2,Cayo,,,,,3581304,PPL,Exact Location
BL-L1009,"BAHA’s Plant Health Department is responsible for protecting Belize from the introduction and spread of regulated pests and for controlling the spread of established pests that may have a negative impact on trade, food security, environment and the natural resource base. The Plant Health Department’s operations cover import regulation, export compliance and general plant protection. BAHA is training its staff in the areas of pest diagnostics and pest risk analysis. In March of 2014 a workshop entitled “Basic Training on Collection and Identification of Insect Pests” was conducted for BAHA Plant Health Officers.","17.2516,-88.7839",Belize,2,Cayo,,,,,3581304,PPL,Exact Location
BL-L1009,"The Agricultural Services Program’s objective is to strengthen the effectiveness of core public agricultural health services that reduce the risks derived from threats to plant and animal health and food safety.  To this end, the Central Farm Research Station has been strengthened with agricultural equipment for research and development.","17.1855,-89.0015",Belize,2,Cayo,,,,,3582717,ANS,Exact Location
BL-L1009,"This program supports the strengthening of research and development and extension activities conducted by the Central Farm Research Station to ensure that Belizean producers benefit from new agricultural innovation results.  The funding provided for agriculture machinery and equipment to be used by the Crop, Livestock and Agro-processing division as well as office furniture for National Coordinating Committee for Agriculture Research and Development (NCCARD)","17.1866,-89.0017",Belize,2,Cayo,,,,,3582717,ANS,Exact Location
BL-L1009,"This program supports the strengthening of research and development and extension activities conducted by the Central Farm Research Station to ensure that Belizean producers benefit from new agricultural innovation results.  The funding provided for agriculture machinery and equipment to be used by the Crop, Livestock and Agro-processing division as well as office furniture for National Coordinating Committee for Agriculture Research and Development (NCCARD).","17.1855,-89.0015",Belize,2,Cayo,,,,,3582717,ANS,Exact Location
BL-L1009,"BAHA’s Quarantine Department installed Distance Diagnostics through Digital Imaging (DDDI) equipment in five quarantine facilities (Central Farm, Benque Viejo Western Border, Santa Elena Northern Border, Big Creek Port, and Punta Gorda). BAHA Officers have been trained to use the equipment.","17.1853,-89.0018",Belize,2,Cayo,,,,,3582717,ANS,Approximate Location
BL-L1009,,"0,0",,,,,,,,6295630,AREA,Exact Location
BL-L1009,"BAHA’s Quarantine Department carries out inspection of imports, goods in transit and verification of exports of agricultural commodities. This ensures compliance with risk-based sanitary and phyto-sanitary requirements, safeguards against the entry and establishment of many pests, diseases and noxious weeds that can compromise our food security, plant, animal and human health and impact negatively on Belize’s economy. In order to inform the general public about the importance of quarantine activities, BAHA set up billboards across the country to emphasize the need to be aware of regulations governing transport of agricultural and food products across the borders.","17.0581,-89.1473",Belize,2,Cayo,,,,,3582048,TRIG,Exact Location
BL-L1009,"One of BAHA’s strategic goals is to enhance protection, improve service delivery, and increase awareness of its public good function. In this context BAHA conducted activities to inform the general public about the importance of quarantine activities, and how these activities help to ensure the safety of Belize’s food supply. In connection with these activities a booth was set up at the annual National Agricultural and Trade Show in Belmopan to inform the thousands in attendance about the work that BAHA performs.","17.2587,-88.788",Belize,2,Cayo,,,,,3581302,STM,Exact Location
BL-L1009,,"0,0",,,,,,,,6295630,AREA,Exact Location
BL-L1009,"The Agricultural Services Program’s objective is to strengthen the effectiveness of core public agricultural health services that reduce the risks derived from threats to plant and animal health and food safety. To this end, twenty-five Extension Service Officers  of the Ministry of Natural Resources and Agriculture received training in research and development.","17.1247,-88.7611",Belize,2,Cayo,,,,,3582378,STM,Exact Location
BL-L1009,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BL-L1009,BAHA’s Quarantine Facility / Office in Placencia has been upgraded to provide adequate space for personnel and equipment. This forms a part of BAHA’s network of quarantine facilities throughout the country.,"16.5256,-88.3705",Belize,5,Stann Creek,,,,,6510780,HTL,Exact Location
BL-L1009,"The Agricultural Services Program’s objective is to strengthen the effectiveness of core public agricultural health services that provide access to applied production technology corresponding to market opportunities, while reducing the risks derived from threats to plant and animal health and food safety.  To operational guidelines for a Competitive Grant Scheme have been developed through the NCCARD.","17.2605,-88.7786",Belize,2,Cayo,,,,,3581517,EST,Exact Location
BL-L1009,,"0,0",,,,,,,,6295630,AREA,Exact Location
BL-L1009,"Incinerators are required at port of entries to ensure an effective quarantine program is being implemented. Six facilities for the incinerators have been refurbished in Punta Gorda, Placencia, Benque Viejo Western Border, Belize City (Central Investigative Laboratory), Philip Goldson International Airport, and Santa Elena Northern Border.","16.5255,-88.3706",Belize,5,Stann Creek,,,,,6510780,HTL,Exact Location
BL-L1009,"Incinerators are required at port of entries to ensure an effective quarantine program is being implemented. Six incinerators have been installed in Punta Gorda, Placencia, Benque Viejo Western Border, Belize City (Central Investigative Laboratory), Philip Goldson International Airport, and Santa Elena Northern Border and are operational.","16.1349,-88.8417",Belize,6,Toledo,,,,,3581324,PPL,Approximate Location
BL-L1009,"BAHA’s Quarantine Department is responsible for safeguarding agricultural and human health and food security of Belize by ensuring compliance with sanitary and phyto-sanitary requirements of imported food products and agricultural commodities. Its Quarantine and Inspection Service protects Belize from the introduction of harmful pests and diseases. The Department carries out inspection of imports, transits and verification of exports of agricultural commodities. The workshop was conducted by experts from the Regional and International Organization for Agricultural Health (OIRSA).","17.2516,-88.7839",Belize,2,Cayo,,,,,3581304,PPL,Exact Location
BL-L1013,"The main objective of this program is to support the Government of Belize in the rehabilitation, improvement and protection of Belize City's drainage and urban road networks aiming to sustainably reduce Belize City's vulnerability to flooding events while increasing long term capacity to provide adequate maintenance to streets, drains and canals. The terms of reference for development of a Road Maintenance Management System (RMMS) for the Belize City Council has been completed.","17.4246,-88.4917",Belize,1,Belize,,,,,3581330,LCTY,Exact Location
BL-L1013,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BL-L1013,,"0,0",,,,,,,,6295630,AREA,Exact Location
BL-L1013,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BL-L1013,Concrete-lined drains were built along Juliet Soberanis Street. It is expected that these will reduce the effects of heavy rains in the area.,"17.5119,-88.2178",Belize,1,Belize,,,,,3582521,CNL,Exact Location
BL-L1013,Concrete-lined drains were built along Loop Road. It is expected that these will reduce the effects of heavy rains in the area.,"17.5165,-88.2345",Belize,1,Belize,,,,,3582521,CNL,Exact Location
BL-L1013,"In addition to constructing drains along streets, the project also improved pedestrian access to Albert Hoy Park and D’nest Park. Side-walks and bike paths were constructed, in addition to improving drains around the park, to allow park access even after heavy rains have fallen.","17.51,-88.2222",Belize,1,Belize,,,,,3582521,CNL,Exact Location
BL-L1013,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BL-L1013,"Juliet Soberanis Street was resurfaced to reduce the effects of heavy rains. Before the resurfacing of the street, pedestrians and motorists would encounter standing water and a very poor street surface.","17.5105,-88.2181",Belize,1,Belize,,,,,3582521,CNL,Exact Location
BL-L1013,"Sections of Loop Road were resurfaced to reduce the effects of heavy rains. Before the resurfacing of these sections, pedestrians and motorists would encounter standing water and very poor street surfaces.","17.5165,-88.2323",Belize,1,Belize,,,,,3582521,CNL,Exact Location
BL-L1014,"To assist at-risk youth and juvenile offenders, a Care Model has been designed. This model will be implemented at the Youth Cadet Corps, The Youth Hostel, and the Wagner Youth Facility to reduce the rate of recidivism and improve the youth’s possibility of social reintegration. The model is based on international best practices, which highlight the need for an individualized plan for rehabilitation, with a strong emphasis on family and community involvement. The model incorporates the use of an AfterCare Program Manual, A Continuum of Care Manual, and a Substance Abuse Manual.","17.4048,-88.4574",Belize,1,Belize,,,,,8695155,HSP,Exact Location
BL-L1014,"As part of an aftercare program, counseling services have been setup for at-risk youth and juvenile offenders. Counselors trained in new methodologies in juvenile rehabilitation and after care are available to provide services. It is expected that every year some 270 youth will access these services, thereby reducing recidivism and the rate of institutionalization of young people.","17.5048,-88.1956",Belize,1,Belize,,,,,3582677,PPLA,Exact Location
BL-L1014,"Hardware and software for the Interagency Public Safety Management Information System (IPSMIS) were installed in the Information Technology Center of the Ministry of the Public Service. IPSMIS is designed to assist the Government of Belize, by using the data currently being updated in the database, to formalize strategies and make policies for effective interventions in the areas of violence and crime prevention.","17.2458,-88.773",Belize,2,Cayo,,,,,3582672,PPLC,Exact Location
BL-L1014,,"0,0",,,,,,,,6295630,AREA,Exact Location
BL-L1014,,"0,0",,,,,,,,6295630,AREA,Exact Location
BL-L1014,"The Community Action for Public Safety (CAPS) project aims to foster community and family participation in children’s lives and create an overall environment for positive development. The Inter-Agency Public Safety Management Information System (IPSMIS) enables national social data to be compiled, analyzed and shared between the agencies responsible for addressing  crime and violence. Sixteen inter-agency IT technicians received training in the use of IPSMIS tool.","17.5105,-88.1996",Belize,1,Belize,,,,,3581932,AIRP,Exact Location
BL-L1014,,"0,0",,,,,,,,6295630,AREA,Exact Location
BL-L1014,"More than 50 persons were trained as mentors on a curriculum that emphasizes positive youth development, ethical values and civics, civil coexistence and the reduction of violent behavior, promotion of healthy behavior and personal conduct. Mentors will work with students, unattached youths, parents and other community members.","17.4957,-88.2001",Belize,1,Belize,,,,,3582677,PPLA,Exact Location
BL-L1014,,"0,0",,,,,,,,6295630,AREA,Exact Location
BL-L1014,Policy analysts from the various agencies that work with the Interagency Public Safety Management Information System (IPSMIS) were trained in the use of the system. It is expected that they will be able to use the system to generate information for effective decision making by policy makers.,"17.2517,-88.7721",Belize,2,Cayo,,,,,3582672,PPLC,Exact Location
BL-L1014,"The Community Action for Public Safety (CAPS) project aims to foster community and family participation in children’s lives and create an overall environment for positive development. The Inter-Agency Public Safety Management Information System (IPSMIS) enables national social data to be compiled, analyzed and shared between the agencies responsible for addressing  crime and violence. Sixteen inter-agency policy makers received training in the use of IPSMIS tool.","17.5105,-88.1996",Belize,1,Belize,,,,,3581932,AIRP,Exact Location
BL-L1014,,"0,0",,,,,,,,6295630,AREA,Exact Location
BL-L1014,,"0,0",,,,,,,,6295630,AREA,Exact Location
BL-L1014,"The Positive Youth Development Curriculum has been developed and completed. This curriculum will eventually be implemented at the Gateway Youth Center and at pilot schools in an effort to improve learning and secondary education completion rates, and to foster positive behavior patterns among youth from vulnerable communities. Efforts will be directed at both students and youth who are unemployed and not in school or in training.","17.4957,-88.2001",Belize,1,Belize,,,,,3582677,PPLA,Exact Location
BL-L1014,"The Gateway Youth Center was constructed and equipped in August 2014 to provide a facility where youths will receive instructional learning in the classroom and engage in positive extracurricular activities combining sports, music and the arts. It is envisioned that the Gateway Center will be a creative space for young people that will foster constructive use of their time by nurturing their skills and expanding their knowledge in subjects such as Math and English, at the same time, promote an environment for positive behavior and social patterns.","17.4957,-88.2001",Belize,1,Belize,,,,,3582677,PPLA,Exact Location
BL-L1014,,"0,0",,,,,,,,6295630,AREA,Exact Location
BL-L1014,The female dormitory at the Youth Hostel was constructed in August 2014 to free up additional space and to avoid overcrowding. Together with other improvements in youth facilities this dormitory is a safe haven that that will encourage better care for those youth at the facilities.,"17.4054,-88.4572",Belize,1,Belize,,,,,8695155,HSP,Exact Location
BL-L1014,"The refurbishment of the basketball court at the Youth Cadet Corps (YCC) was completed in June 2014. It provides much needed space for the youth of the YCC to engage in extracurricular activities. It’s one of the improvements at the YCC that will help in the provision of better care, and foster a creative space for sportsmanship and athletics.","17.4055,-88.4574",Belize,1,Belize,,,,,8695155,HSP,Exact Location
BL-L1014,"The resource center was constructed on the compound of the Youth Hostel to provide facilities for academic and vocation training classrooms, as well as to free up space in the YCC’s other facilities. Together with other improvements in youth facilities this new construction will help in the provision of better care for those youth at the facilities.","17.4048,-88.4574",Belize,1,Belize,,,,,8695155,HSP,Exact Location
BL-L1015,"The project seeks to increase access to wastewater management treatment in Belize through the development of a new sewage collection and treatment system for the Placencia Peninsula. The  Project Management Unit is now operational with staff and equipment, within the corporate headquarters of Belize Water Services Ltd. in Belize City.","17.5024,-88.1974",Belize,1,Belize,,,,,3582677,PPLA,Exact Location
BL-L1018,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BL-L1019,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BL-L1019,,"0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1011,"Se realizaron intervenciones entre el Tramo entre Quiquibey y Yucumo, en una longitud aproximada de 41 km, de Sur a Norte en la base de la Cordillera. Incluye la construcción de obras de protección geotécnica en el Río Quiquibey, estabilización de taludes, mejoramiento de drenajes, bacheos y reconstrucción de la estructura de pavimento.","-15.3229,-67.0712",Bolivia,3,El Beni,,,,,3909325,LCTY,Exact Location
BO-L1011,"Como parte del Corredor Norte se han realizado trabajos de rectificación,  mejoramiento de las obras de drenaje y obras complementarias para su posterior pavimentación, en un tramo de 101 km de longitud.","-14.6631,-67.2918",Bolivia,4,La Paz,,,,,6691316,PPL,Exact Location
